solute_smiles,solvent_smiles,T,ln_x2_true,logS_true,pred_grounded_a,pred_nrtl,pred_directgnn,pred_oracle
C1=Cc2cccc3cccc1c23,CCCCO,303.149994,-3.5406317710876465,-0.4886119043026846,-3.9872512817382817,-5.733640670776367,-2.4139275550842285,-3.5272600650787354
C1=Cc2cccc3cccc1c23,CCCCO,308.100006,-3.3565585613250732,-0.4060410234538675,-3.803515911102295,-5.555033206939697,-2.0185155868530273,-3.358699321746826
C1=Cc2cccc3cccc1c23,CCCCO,313.200012,-3.1534392833709717,-0.314280669451075,-3.6172025203704834,-5.3721418380737305,-1.7529253959655762,-3.1893296241760254
C1=Cc2cccc3cccc1c23,CCCCO,318.049988,-2.947094440460205,-0.22020333597305747,-3.4423367977142334,-5.198849201202393,-1.606047511100769,-3.031977415084839
C1=Cc2cccc3cccc1c23,CCCCO,323.049988,-2.7499821186065674,-0.12932444702025278,-3.2638726234436035,-5.020418643951416,-1.545901656150818,-2.8732047080993652
C1=Cc2cccc3cccc1c23,CCO,278.100006,-5.376927852630615,-1.1014594337365426,-5.699819564819336,-7.523579597473144,-5.808060169219971,-4.8747029304504395
C1=Cc2cccc3cccc1c23,CCO,283.529999,-5.152486801147461,-1.0034781966014872,-5.472589015960693,-7.292656421661377,-5.698497772216797,-4.663683891296387
C1=Cc2cccc3cccc1c23,CCO,288.25,-4.9486470222473145,-0.9143799674284298,-5.280068397521973,-7.093847751617432,-5.598574161529541,-4.485589504241943
C1=Cc2cccc3cccc1c23,CCO,293.25,-4.720244407653809,-0.8143891790104021,-5.080772876739502,-6.884947776794434,-5.452571392059326,-4.301907539367676
C1=Cc2cccc3cccc1c23,CCO,298.200012,-4.528857707977295,-0.7304463937061796,-4.887646198272705,-6.679647445678711,-5.262521743774414,-4.124695777893066
C1=Cc2cccc3cccc1c23,CCO,303.200012,-4.3217973709106445,-0.6394297415493426,-4.696081638336182,-6.4736104011535645,-5.021568298339844,-3.9499635696411137
C1=Cc2cccc3cccc1c23,CCO,308.200012,-4.103243827819824,-0.5430834247872695,-4.507462501525879,-6.268731594085693,-4.698705673217773,-3.779098510742187
C1=Cc2cccc3cccc1c23,CCO,313.049988,-3.927136659622192,-0.4651940836399516,-4.326836585998535,-6.070960521697998,-4.30140495300293,-3.616668462753296
C1=Cc2cccc3cccc1c23,CCO,318.25,-3.709653854370117,-0.3686170062434535,-4.135077476501465,-5.859799385070801,-3.791189193725586,-3.445683002471924
C1=Cc2cccc3cccc1c23,CCO,323.149994,-3.5215699672698975,-0.28467152547295105,-3.955408096313477,-5.6615071296691895,-3.391152620315552,-3.2871460914611816
C1=Cc2cccc3cccc1c23,Cc1ccccc1,278.470001,-2.2617311477661133,0.03669228323274699,-3.6085445880889897,-3.1391468048095703,-1.5153827667236328,-3.613399028778076
C1=Cc2cccc3cccc1c23,Cc1ccccc1,283.329987,-2.105539083480835,0.11314791979032986,-3.4268481731414795,-3.0151772499084473,-1.4905498027801514,-3.4313173294067383
C1=Cc2cccc3cccc1c23,Cc1ccccc1,288.100006,-1.9536902904510496,0.18908452364664527,-3.254521608352661,-2.895085334777832,-1.4758082628250122,-3.2585768699645996
C1=Cc2cccc3cccc1c23,Cc1ccccc1,293.149994,-1.7896417379379272,0.2733091373787228,-3.0782251358032227,-2.7699379920959473,-1.4671580791473389,-3.081822395324707
C1=Cc2cccc3cccc1c23,Cc1ccccc1,298.230011,-1.6422194242477417,0.3513909623449563,-2.906934976577759,-2.6463537216186523,-1.4670923948287964,-2.9100589752197266
C1=Cc2cccc3cccc1c23,Cc1ccccc1,303.149994,-1.4965111017227173,0.431336642792831,-2.74654769897461,-2.529050827026367,-1.472570776939392,-2.7491960525512695
C1=Cc2cccc3cccc1c23,Cc1ccccc1,307.950012,-1.3629685640335083,0.5076142098219606,-2.595025062561035,-2.4170055389404297,-1.482834815979004,-2.597212076187134
C1=Cc2cccc3cccc1c23,Cc1ccccc1,312.950012,-1.208851337432861,0.6001748714081184,-2.442145347595215,-2.3029026985168457,-1.4971885681152344,-2.4438576698303223
C1=Cc2cccc3cccc1c23,Cc1ccccc1,318.299988,-1.062068223953247,0.6941745082905827,-2.283878803253174,-2.1838409900665283,-1.5137704610824585,-2.285104751586914
C1=Cc2cccc3cccc1c23,Cc1ccccc1,323.200012,-0.9204242825508118,0.7920961314054203,-2.143512725830078,-2.077568531036377,-1.5251375436782837,-2.1443161964416504
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CCO,303.200012,-13.25190258026123,-4.523528702175836,-7.182052135467529,-6.775789737701416,-6.628463268280029,-6.603888511657715
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CCO,313.200012,-12.976964950561523,-4.404124565261374,-6.724023342132568,-6.650009632110596,-6.242059230804443,-6.19369649887085
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CCO,323.200012,-12.698076248168944,-4.283004417631027,-6.291715145111084,-6.516073226928711,-5.877511978149414,-5.806535720825195
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CCO,333.200012,-12.426220893859863,-4.164938722626757,-5.881832122802734,-6.374107837677002,-5.633980751037598,-5.439603805541992
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CN(C)C=O,303.200012,-9.234633445739746,-2.899193666869206,-4.501832962036133,-2.473482131958008,-4.744314193725586,-2.9864721298217773
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CN(C)C=O,313.200012,-9.142682075500488,-2.8592556113852545,-4.157269477844238,-2.393422842025757,-4.471614360809326,-2.7931621074676514
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CN(C)C=O,323.200012,-9.028018951416016,-2.8094524028391827,-3.8353848457336426,-2.301865577697754,-4.241133213043213,-2.6145739555358887
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CN(C)C=O,333.200012,-8.90285587310791,-2.755087818995454,-3.5344948768615723,-2.2013630867004395,-4.134442329406738,-2.448315382003784
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CN(C)C=O,343.200012,-8.703522682189941,-2.668505483299334,-3.252971649169922,-2.094545364379883,-3.9338529109954834,-2.292384386062622
C1CCCC1,O,276.5,-9.98253059387207,-2.5922552161059,-1.7692131996154783,0.0,-7.0168280601501465,-1.3296815156936646
C1CCCC1,O,282.200012,-10.056638717651367,-2.6244413985661557,-1.487093210220337,0.0,-6.834402561187744,-1.0462470054626465
C1CCCC1,O,296.200012,-10.085009574890137,-2.6367632264901495,-0.5330097079277039,0.0,-6.360701084136963,-0.3796113133430481
C1CNCCNCCNCCN1,CC(C)O,298.149994,-6.250235080718994,-1.5997581045729492,0.0,0.0,-6.766782283782959,0.0
C1CNCCNCCNCCN1,CC(C)O,303.149994,-6.204657554626465,-1.5799248726170232,0.0,0.0,-6.545660018920898,0.0
C1CNCCNCCNCCN1,CC(C)O,308.149994,-6.151633262634277,-1.556848843624332,0.0,0.0,-6.330383777618408,0.0
C1CNCCNCCNCCN1,CC(C)O,313.149994,-6.101279258728027,-1.5349325004652263,0.0,0.0,-6.11631965637207,0.0
C1CNCCNCCNCCN1,CC(C)O,318.149994,-6.074846267700195,-1.523426681629545,0.0,0.0,-5.901891708374023,0.0
C1CNCCNCCNCCN1,CC(C)O,323.149994,-5.995472431182861,-1.488872348109955,0.0,0.0,-5.761572360992432,0.0
C1CNCCNCCNCCN1,CO,298.149994,-5.929429054260254,-1.1840763274182766,0.0,0.0,-4.846449375152588,0.0
C1CNCCNCCNCCN1,CO,303.149994,-5.921938419342041,-1.1808144769063642,0.0,0.0,-4.7092604637146,0.0
C1CNCCNCCNCCN1,CO,308.149994,-5.792613506317139,-1.1244882299843706,0.0,0.0,-4.567572116851807,0.0
C1CNCCNCCNCCN1,CO,313.149994,-5.750874042510986,-1.1063043766628422,0.0,0.0,-4.4205708503723145,0.0
C1CNCCNCCNCCN1,CO,318.149994,-5.74148416519165,-1.1022133339702145,0.0,0.0,-4.2667107582092285,0.0
C1CNCCNCCNCCN1,CO,323.149994,-5.719912052154541,-1.0928141852568634,0.0,0.0,-4.166550159454346,0.0
C1OCOCO1,CC(C)O,288.149994,-1.7737231254577637,0.4242922977783048,-1.11906099319458,0.0,-4.431013584136963,-1.4796433448791504
C1OCOCO1,CC(C)O,293.149994,-1.545055627822876,0.547027222631235,-0.9679909944534302,0.0,-4.241073131561279,-1.311479926109314
C1OCOCO1,CC(C)O,298.149994,-1.3171415328979492,0.6772477918549134,-0.8265770673751831,0.0,-4.028558731079102,-1.141040563583374
C1OCOCO1,CC(C)O,303.149994,-1.1047309637069702,0.8088356197322168,-0.6955503225326538,0.0,-3.810398578643799,-0.9692272543907166
C1OCOCO1,CC(C)O,308.149994,-0.8753887414932251,0.967777026501083,-0.5749167799949646,0.0,-3.607700824737549,-0.7985260486602783
C1OCOCO1,CC(C)O,313.149994,-0.6713857054710388,1.132957529359245,-0.4642643332481384,0.0,-3.417912721633911,-0.6333925724029541
C1OCOCO1,CC(C)O,318.149994,-0.4408332407474518,1.3703345338680526,-0.3629418909549713,0.0,-3.2294774055480957,-0.4795622825622558
C1OCOCO1,CC(C)O,323.149994,-0.2314277738332748,1.698207375965813,-0.2702272832393646,0.0,-3.05694317817688,-0.3419831693172455
C1OCOCO1,CC(C)O,328.149994,-0.0561471618711948,2.352268448507205,-0.185481920838356,0.0,-2.869811773300171,-0.2230729907751083
C1OCOCO1,CCO,288.149994,-1.9980459213256836,0.4272436224465464,-0.9865970015525818,0.0,-3.92587947845459,-1.3384438753128052
C1OCOCO1,CCO,293.149994,-1.74354088306427,0.5579819297711945,-0.8595834970474243,0.0,-3.761272430419922,-1.179723620414734
C1OCOCO1,CCO,298.149994,-1.4788483381271362,0.7017694754101267,-0.7403717637062073,0.0,-3.5820376873016357,-1.022119641304016
C1OCOCO1,CCO,303.149994,-1.2375296354293823,0.8430492236187357,-0.6289494037628174,0.0,-3.4084811210632324,-0.8672229647636414
C1OCOCO1,CCO,308.149994,-1.0158348083496094,0.9857746594309788,-0.5250405073165894,0.0,-3.2330827713012695,-0.717275857925415
C1OCOCO1,CCO,313.149994,-0.7835096120834351,1.1564650409015624,-0.4282702505588531,0.0,-3.0467422008514404,-0.5748805403709412
C1OCOCO1,CCO,318.149994,-0.5256009101867676,1.3919222374640678,-0.3381973803043365,0.0,-2.837327718734741,-0.442491739988327
C1OCOCO1,CCO,323.149994,-0.3009699583053589,1.6861828389622955,-0.2543961107730865,0.0,-2.6415843963623047,-0.321940541267395
C1OCOCO1,CCO,328.149994,-0.090800367295742,2.253744862880283,-0.1765015572309494,0.0,-2.4588701725006104,-0.2143034189939499
C1OCOCO1,CO,288.149994,-1.7873691320419312,0.693204270375417,-0.8476536870002747,0.0,-4.332635402679443,-1.3737739324569702
C1OCOCO1,CO,293.149994,-1.5601717233657837,0.8147391389278892,-0.7483063340187073,0.0,-4.138611793518066,-1.2120137214660645
C1OCOCO1,CO,298.149994,-1.3489985466003418,0.9344975458571783,-0.6532086133956909,0.0,-3.919645309448242,-1.051426649093628
C1OCOCO1,CO,303.149994,-1.1450752019882202,1.0589283826996032,-0.5623106360435486,0.0,-3.7034313678741455,-0.8936471939086914
C1OCOCO1,CO,308.149994,-0.9223088026046752,1.2094466427493067,-0.4755376577377319,0.0,-3.4974987506866455,-0.7408150434494019
C1OCOCO1,CO,313.149994,-0.6602928638458252,1.4189068773605549,-0.3928006589412689,0.0,-3.307067632675171,-0.5952941179275513
C1OCOCO1,CO,318.149994,-0.4385049641132355,1.6492165882896521,-0.314007967710495,0.0,-3.1197690963745117,-0.4592959880828857
C1OCOCO1,CO,321.149994,-0.2227686196565628,1.9927599853363298,-0.2685870230197906,0.0,-3.0129823684692383,-0.383029043674469
C1OCOCO1,COCOC,288.149994,-1.1403722763061523,,-0.7133232951164246,0.0,-2.5705671310424805,-0.7811218500137329
C1OCOCO1,COCOC,293.149994,-0.9918227791786194,,-0.6368860006332397,0.0,-2.43633770942688,-0.6952570080757141
C1OCOCO1,COCOC,297.149994,-0.8770700097084045,,-0.577339231967926,0.0,-2.2983367443084717,-0.6282625198364258
C1OCOCO1,COCOC,300.149994,-0.7951799035072327,,-0.533573567867279,0.0,-2.1865382194519043,-0.5790132880210876
C1OCOCO1,COCOC,303.149994,-0.7153927683830261,,-0.4905468821525574,0.0,-2.0766096115112305,-0.5306277871131897
C1OCOCO1,COCOC,306.149994,-0.6401752829551697,,-0.4482343792915344,0.0,-1.9730093479156496,-0.4831204712390899
C1OCOCO1,COCOC,309.149994,-0.567219614982605,,-0.4066143631935119,0.0,-1.8786983489990232,-0.4365077018737793
C1OCOCO1,COCOC,312.149994,-0.4979093968868255,,-0.3656672239303589,0.0,-1.803759217262268,-0.3908092379570007
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,283.200012,-10.620927810668944,-3.731854322964299,-7.689787864685059,-9.4605073928833,-9.189924240112305,-8.548516273498535
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,288.200012,-10.09707260131836,-3.5043395998417326,-7.381585121154785,-9.195708274841309,-8.995086669921875,-8.197474479675293
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,293.200012,-9.658190727233888,-3.3137257646982703,-7.08299446105957,-8.934317588806152,-8.734313011169434,-7.858088493347168
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,298.200012,-9.39426326751709,-3.199095142835587,-6.793385982513428,-8.675580024719238,-8.412877082824707,-7.529599189758301
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,303.200012,-9.08989429473877,-3.0668965211204537,-6.5121331214904785,-8.41874885559082,-8.0445556640625,-7.211263656616211
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,308.200012,-8.782462120056152,-2.9333627894194665,-6.238607406616211,-8.163106918334961,-7.620872974395752,-6.902363300323486
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,313.200012,-8.508728981018066,-2.8144610174310487,-5.972159385681152,-7.907974720001221,-7.167468547821045,-6.602163314819336
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,318.200012,-8.211179733276367,-2.685206656633287,-5.712161064147949,-7.652711868286133,-6.726761341094971,-6.309956073760986
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCCCCC,323.200012,-7.997804164886475,-2.5925107607818902,-5.457930564880371,-7.396709442138672,-6.400126934051514,-6.024991989135742
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,283.200012,-5.42025899887085,-1.1203634197559476,-6.51849889755249,-3.971925973892212,-5.579954147338867,-7.158830642700195
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,288.200012,-5.2075629234313965,-1.027532846255464,-6.254028797149658,-3.826804161071778,-5.4687371253967285,-6.894270420074463
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,293.200012,-5.000734329223633,-0.9371586309823291,-5.997912406921387,-3.6799569129943848,-5.324181079864502,-6.6378374099731445
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,298.200012,-4.817744731903076,-0.8570957098247265,-5.749611854553223,-3.532125234603882,-5.1656951904296875,-6.388991355895996
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,303.200012,-4.640072345733643,-0.7792447519672079,-5.508669853210449,-3.383949279785156,-5.014819622039795,-6.147171497344971
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,308.200012,-4.482068061828613,-0.7098988685875772,-5.274594306945801,-3.23596715927124,-4.866791248321533,-5.911857604980469
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,313.200012,-4.335906505584717,-0.6456391177579526,-5.046846866607666,-3.088608741760254,-4.7198805809021,-5.682526588439941
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,318.200012,-4.195049285888672,-0.5835934220422682,-4.824920654296875,-2.942194700241089,-4.57540225982666,-5.458658695220947
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCO,323.200012,-4.066924095153809,-0.5270400730843993,-4.608344078063965,-2.796917200088501,-4.503852844238281,-5.23970365524292
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,283.200012,-3.797355890274048,-0.6327760018186853,-5.556371688842773,-3.204674243927002,-4.825835227966309,-5.416612148284912
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,288.200012,-3.778804063796997,-0.6245324163921625,-5.299404144287109,-3.0785129070281982,-4.7539849281311035,-5.163919925689697
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,293.200012,-3.745661497116089,-0.6097964223251423,-5.051097393035889,-2.951784372329712,-4.64127779006958,-4.919879913330078
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,298.200012,-3.721402645111084,-0.5990028754042307,-4.811012268066406,-2.8249154090881348,-4.501491069793701,-4.684083938598633
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,303.200012,-3.6805145740509033,-0.5807956636794328,-4.578770637512207,-2.6982336044311523,-4.35941219329834,-4.456155776977539
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,308.200012,-3.645819902420044,-0.5653312586671209,-4.353954315185547,-2.571983337402344,-4.211117267608643,-4.235722541809082
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,313.200012,-3.607852697372437,-0.5483916863561893,-4.13620662689209,-2.4463391304016113,-4.061056137084961,-4.022450923919678
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,318.200012,-3.5702078342437744,-0.5315782274504671,-3.925180435180664,-2.3214166164398193,-3.9144787788391113,-3.816028356552124
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOC(C)=O,323.200012,-3.530850648880005,-0.5139803595295436,-3.720576047897339,-2.197275161743164,-3.844552516937256,-3.616154193878174
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOCC,283.200012,-5.8889079093933105,-1.5762352751086897,-5.987749099731445,-3.3054676055908203,-4.573319911956787,-5.112180233001709
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOCC,288.200012,-5.586266040802002,-1.444373016762381,-5.720325469970703,-3.1786582469940186,-4.497229099273682,-4.872557640075684
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOCC,293.200012,-5.1807122230529785,-1.2674250954139263,-5.461485862731934,-3.051177501678467,-4.383870601654053,-4.641510486602783
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOCC,298.200012,-4.908575057983398,-1.1484685006451696,-5.21071720123291,-2.923391819000244,-4.255743980407715,-4.418669700622559
C=C1CCC[C@]2(C)C[C@]3(O)OC(=O)C(C)=C3C[C@@H]12,CCOCC,303.200012,-4.668429374694824,-1.0432968696050655,-4.967527866363525,-2.795595169067383,-4.139717102050781,-4.203705310821533
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,248.199997,-9.483068466186523,-2.8414504654869077,-10.54336166381836,-8.209763526916504,-6.847953796386719,-12.433526992797852
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,253.199997,-9.28797721862793,-2.7567162901470303,-10.11732006072998,-7.915760040283203,-6.81847620010376,-12.035863876342772
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,258.200012,-8.921408653259277,-2.59749978990445,-9.706939697265623,-7.624959468841553,-6.787057399749756,-11.650435447692873
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,263.200012,-8.740336418151855,-2.5188496068806665,-9.311165809631348,-7.338273048400879,-6.753592014312744,-11.276710510253906
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,268.200012,-8.286478042602539,-2.3217014989158375,-8.929240226745605,-7.056407928466797,-6.710893630981445,-10.914138793945312
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC#N,273.200012,-8.075396537780762,-2.2300042487552902,-8.560195922851562,-6.779868125915527,-6.65395975112915,-10.562183380126951
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,248.199997,-5.097828388214111,-1.0805425379470004,-7.7047247886657715,-8.433853149414062,-6.057200908660889,-7.466934680938721
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,253.199997,-4.822331428527832,-0.9600480644689985,-7.353658199310303,-8.157201766967773,-6.033993244171143,-7.129534721374512
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,258.200012,-4.544075012207031,-0.8380709188070464,-7.015707015991211,-7.886590957641602,-6.018479347229004,-6.804478645324707
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,263.200012,-4.250998497009277,-0.709197454948088,-6.690078258514404,-7.622803211212158,-6.0141472816467285,-6.491114139556885
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,268.200012,-3.950244188308716,-0.5763730482887576,-6.376068115234375,-7.366146564483643,-6.016997814178467,-6.188817024230957
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)=O,273.200012,-3.5748367309570312,-0.4094346731940242,-6.072978496551514,-7.1170654296875,-6.020637035369873,-5.896982192993164
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)O,273.200012,-1.6607311964035034,0.48411409083335544,-6.706460952758789,-6.350214958190918,-6.376452922821045,-6.605283737182617
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)O,278.200012,-1.599487543106079,0.5171940022083322,-6.412753105163574,-6.138503551483154,-6.3890380859375,-6.313445568084717
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,CC(C)O,283.200012,-1.5371172428131104,0.5514143107924876,-6.128684043884277,-5.928246021270752,-6.397894382476807,-6.031098365783691
