set,axis,stratum,unit,convention,n,n_solutes,n_solvents,n_pairs,mse,var_m,boundable_at_headline_cell,n_sources,top_source,top_source_share_of_stratum_squared_error,b_insuff_up,b_insuff_up_ml,b_closure_lb,margin,margin_ml,b_insuff_exceeds_var_m,adaptive_n_bins,b_insuff_up_adaptive,margin_adaptive,P_boot,bootstrap_reduces_to_one_way,pair_conditional_var,pair_conditional_rows,pair_conditional_groups,share_of_squared_error,share_of_rows,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_admissible,cells_reported,admissible_in_every_cell,admissible_in_every_cell_strict,ci90_excludes_zero,direction,licenses,reason_not_admissible,margin_ci90_lo,margin_ci90_hi,margin_ci90
broad_477,solvent_family_fine,amide_NH,row,res,25,20,2,25,0.5913,2.2025,False,2,10.1016/j.tca.2015.11.010,0.9598,0.4139,0.2965,0.1775,-0.2364,-0.0017,False,3,0.5837,-0.5762,0.776,False,,,,0.0163,0.0524,False,True,2,1,2,0.4685,0.4685,10.1016/j.jct.2013.05.006,0.4685,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.337,0.764,
broad_477,solvent_family_fine,amide_NH,pair,full,25,20,2,25,0.9631,2.2025,False,2,10.1016/j.tca.2015.11.010,0.9162,0.4922,0.3488,0.4709,-0.0213,0.2656,False,3,0.7002,-0.4373,0.892,False,,,,0.0775,0.1351,False,True,2,1,2,0.844,0.844,10.1016/j.jct.2013.05.006,0.844,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.132,1.269,
broad_477,solvent_family_fine,amide_NH,pair,res,25,20,2,25,0.5913,2.2025,False,2,10.1016/j.tca.2015.11.010,0.9598,0.4139,0.2965,0.1775,-0.2364,-0.0017,False,3,0.5837,-0.5762,0.768,False,,,,0.0519,0.1351,False,True,2,1,2,0.4685,0.4685,10.1016/j.jct.2013.05.006,0.4685,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=25 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.tca.2015.11.010), so the sign is not verifiable",-0.338,0.758,
broad_477,solvent_family_fine,amine_NH,row,full,8,1,8,8,3.8671,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0284,3.8103,,True,,,,0.0339,0.0168,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_family_fine,amine_NH,row,res,8,1,8,8,2.9986,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0292,2.9402,,True,,,,0.0264,0.0168,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_family_fine,amine_NH,pair,full,8,1,8,8,3.8671,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0284,3.8103,,True,,,,0.0996,0.0432,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_family_fine,amine_NH,pair,res,8,1,8,8,2.9986,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0292,2.9402,,True,,,,0.0842,0.0432,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
broad_477,solvent_family_fine,aromatic_hydrocarbon,row,full,14,9,2,9,2.9843,6.2384,False,2,10.1021/acs.jced.7b00114,0.8204,,,,,,,3,0.955,1.0742,,False,0.281,6.0,1.0,0.0458,0.0294,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14,,,
broad_477,solvent_family_fine,aromatic_hydrocarbon,row,res,14,9,2,9,4.2968,6.2384,False,2,10.1021/acs.jced.7b00114,0.8839,,,,,,,3,1.5913,1.1142,,False,0.281,6.0,1.0,0.0663,0.0294,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=14 < 40; the fixed cell is undefined at n=14,,,
broad_477,solvent_family_fine,aromatic_hydrocarbon,pair,full,9,9,2,9,1.4452,3.4596,False,2,10.1016/j.tca.2012.02.005,0.577,,,,,,,3,2.4907,-3.5362,,False,,,,0.0419,0.0486,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9,,,
broad_477,solvent_family_fine,aromatic_hydrocarbon,pair,res,9,9,2,9,1.7315,3.4596,False,2,10.1021/acs.jced.7b00114,0.5518,,,,,,,3,2.4907,-3.2498,,False,,,,0.0547,0.0486,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=9 < 40; the fixed cell is undefined at n=9,,,
broad_477,solvent_family_fine,aryl_ether,row,full,13,1,2,2,5.8053,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,5.7881,,True,0.0484,13.0,2.0,0.0828,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_family_fine,aryl_ether,row,res,13,1,2,2,9.5817,0.0494,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0086,9.5645,,True,0.0484,13.0,2.0,0.1373,0.0273,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
broad_477,solvent_family_fine,aryl_ether,pair,full,2,1,2,2,5.8604,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0377,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,aryl_ether,pair,res,2,1,2,2,9.6759,0.0051,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0679,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,azine,row,full,23,20,5,23,0.1639,0.7697,False,2,10.1016/j.tca.2012.02.005,0.6114,0.0714,0.0472,0.0925,0.0212,0.0696,False,3,0.2092,-0.2545,0.759,False,,,,0.0041,0.0482,False,True,2,1,2,0.0283,0.0283,10.1016/j.tca.2012.02.005,0.0283,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.108,0.252,
broad_477,solvent_family_fine,azine,row,res,23,20,5,23,0.0958,0.7697,False,2,10.1016/j.tca.2012.02.005,0.5791,0.0724,0.0478,0.0234,-0.049,0.0003,False,3,0.2092,-0.3226,0.522,False,,,,0.0024,0.0482,False,True,2,1,2,-0.0038,-0.0038,10.1016/j.tca.2012.02.005,-0.0038,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.145,0.139,
broad_477,solvent_family_fine,azine,pair,full,23,20,5,23,0.1639,0.7697,False,2,10.1016/j.tca.2012.02.005,0.6114,0.0714,0.0472,0.0925,0.0212,0.0696,False,3,0.2092,-0.2545,0.759,False,,,,0.0121,0.1243,False,True,2,1,2,0.0283,0.0283,10.1016/j.tca.2012.02.005,0.0283,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.098,0.245,
broad_477,solvent_family_fine,azine,pair,res,23,20,5,23,0.0958,0.7697,False,2,10.1016/j.tca.2012.02.005,0.5791,0.0724,0.0478,0.0234,-0.049,0.0003,False,3,0.2092,-0.3226,0.544,False,,,,0.0077,0.1243,False,True,2,1,2,-0.0038,-0.0038,10.1016/j.tca.2012.02.005,-0.0038,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=23 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.149,0.136,
broad_477,solvent_family_fine,ester,row,full,30,30,1,30,0.0335,0.2676,False,1,10.1016/j.jct.2018.05.003,1.0,0.0404,0.0301,-0.0069,-0.0474,-0.0267,False,3,0.0704,-0.1073,0.129,True,,,,0.0011,0.0629,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested",-0.078,0.027,
broad_477,solvent_family_fine,ester,row,res,30,30,1,30,0.0425,0.2676,False,1,10.1016/j.jct.2018.05.003,1.0,0.049,0.0365,-0.0065,-0.0555,-0.0306,False,3,0.0782,-0.1139,0.211,True,,,,0.0014,0.0629,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested",-0.084,0.027,
broad_477,solvent_family_fine,ester,pair,full,30,30,1,30,0.0335,0.2676,False,1,10.1016/j.jct.2018.05.003,1.0,0.0404,0.0301,-0.0069,-0.0474,-0.0267,False,3,0.0704,-0.1073,0.131,True,,,,0.0032,0.1622,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested",-0.077,0.03,
broad_477,solvent_family_fine,ester,pair,res,30,30,1,30,0.0425,0.2676,False,1,10.1016/j.jct.2018.05.003,1.0,0.049,0.0365,-0.0065,-0.0555,-0.0306,False,3,0.0782,-0.1139,0.213,True,,,,0.0045,0.1622,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=30 < 40; one source publication (10.1016/j.jct.2018.05.003): leave-one-source-out cannot be run, so the sign was never tested",-0.085,0.024,
broad_477,solvent_family_fine,glycol_ether,row,full,182,19,4,43,2.4627,3.0683,True,3,10.1016/j.jct.2016.10.013,0.5515,0.1161,0.1111,2.3466,2.2305,2.2406,False,18,0.062,2.3388,1.0,False,0.0437,177.0,38.0,0.4918,0.3816,True,True,3,0,0,1.668,3.2593,10.1016/j.jct.2016.10.013,1.668,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.421,3.301,
broad_477,solvent_family_fine,glycol_ether,row,res,182,19,4,43,2.2518,3.0683,True,3,10.1016/j.jct.2016.10.013,0.532,0.1077,0.103,2.1441,2.0364,2.0459,False,18,0.0594,2.1331,1.0,False,0.0437,177.0,38.0,0.4518,0.3816,True,True,3,0,0,1.5971,2.8655,10.1016/j.jct.2016.10.013,1.5971,True,True,True,True,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.266,2.873,
broad_477,solvent_family_fine,glycol_ether,pair,full,43,19,4,43,3.2029,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6359,0.1329,0.1092,3.0699,2.937,2.9844,False,4,0.4915,2.2199,1.0,False,,,,0.4433,0.2324,True,True,3,0,3,2.4073,3.2615,10.1016/j.jct.2016.10.013,2.4073,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.986,3.8,
broad_477,solvent_family_fine,glycol_ether,pair,res,43,19,4,43,2.9081,2.6839,True,3,10.1016/j.jct.2016.10.013,0.6192,0.1438,0.118,2.7642,2.6204,2.6722,False,4,0.5231,1.8619,1.0,False,,,,0.439,0.2324,True,True,3,0,3,2.2744,2.9906,10.1016/j.jct.2016.10.013,2.2744,True,False,True,False,4,4,True,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,1.843,3.298,
broad_477,solvent_family_fine,halogenated_aliphatic,row,full,18,5,2,5,1.401,4.5837,False,2,10.1016/j.fluid.2015.11.037,0.9786,0.7092,0.3566,0.6917,-0.0175,0.6878,False,3,0.0748,1.2513,0.81,False,0.0653,18.0,5.0,0.0277,0.0377,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1021/acs.jced.7b00114), so the sign is not verifiable",-0.327,2.373,
broad_477,solvent_family_fine,halogenated_aliphatic,row,res,18,5,2,5,1.5258,4.5837,False,2,10.1016/j.fluid.2015.11.037,0.8658,0.7092,0.3566,0.8166,0.1073,0.8127,False,3,0.0748,1.3761,0.866,False,0.0653,18.0,5.0,0.0303,0.0377,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=18 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1021/acs.jced.7b00114), so the sign is not verifiable",-0.183,2.332,
broad_477,solvent_family_fine,halogenated_aliphatic,pair,full,5,5,2,5,2.0652,2.605,False,2,10.1016/j.fluid.2015.11.037,0.9829,,,,,,,3,,,,False,,,,0.0332,0.027,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=5 < 40; the fixed cell is undefined at n=5,,,
broad_477,solvent_family_fine,halogenated_aliphatic,pair,res,5,5,2,5,2.144,2.605,False,2,10.1016/j.fluid.2015.11.037,0.9155,,,,,,,3,,,,False,,,,0.0376,0.027,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=5 < 40; the fixed cell is undefined at n=5,,,
broad_477,solvent_family_fine,halogenated_aromatic,row,full,12,1,2,2,5.7244,0.0766,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0414,5.6416,,True,0.0901,12.0,2.0,0.0754,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solvent_family_fine,halogenated_aromatic,row,res,12,1,2,2,9.1345,0.0766,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.0414,9.0518,,True,0.0901,12.0,2.0,0.1208,0.0252,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
broad_477,solvent_family_fine,halogenated_aromatic,pair,full,2,1,2,2,5.5531,0.0004,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0358,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,halogenated_aromatic,pair,res,2,1,2,2,8.9178,0.0004,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,,,,True,,,,0.0626,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,ketone_aldehyde,row,full,2,2,1,2,0.672,0.699,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0015,0.0042,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,ketone_aldehyde,row,res,2,2,1,2,0.4035,0.699,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0009,0.0042,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,ketone_aldehyde,pair,full,2,2,1,2,0.672,0.699,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0043,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,ketone_aldehyde,pair,res,2,2,1,2,0.4035,0.699,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0028,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,mono_alcohol,row,full,35,14,4,17,2.5525,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.508,0.7328,0.582,1.8197,1.0869,1.3885,True,3,0.6599,1.2326,0.982,False,0.0003,22.0,4.0,0.098,0.0734,False,True,2,1,2,2.0429,2.0429,10.1016/j.tca.2012.02.005,2.0429,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.386,4.351,
broad_477,solvent_family_fine,mono_alcohol,row,res,35,14,4,17,2.2498,0.6044,False,2,10.1016/j.fluid.2015.11.037,0.5521,0.733,0.5779,1.5167,0.7837,1.0939,True,3,0.6373,0.9751,0.974,False,0.0003,22.0,4.0,0.0868,0.0734,False,True,2,1,2,1.9516,1.9516,10.1016/j.tca.2012.02.005,1.9516,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=35 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037), so the sign is not verifiable",0.294,3.263,
broad_477,solvent_family_fine,mono_alcohol,pair,full,17,14,4,17,3.1556,1.1112,False,2,10.1016/j.tca.2012.02.005,0.8193,1.8475,0.9782,1.3081,-0.5394,1.1992,True,3,1.3395,0.4767,0.948,False,,,,0.1727,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.014,5.412,
broad_477,solvent_family_fine,mono_alcohol,pair,res,17,14,4,17,2.6219,1.1112,False,2,10.1016/j.tca.2012.02.005,0.7913,1.0186,0.559,1.6032,0.5846,1.5038,False,3,1.3373,-0.0527,0.94,False,,,,0.1565,0.0919,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=17 < 40; 2 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2015.11.037, 10.1016/j.tca.2012.02.005), so the sign is not verifiable",-0.082,4.356,
broad_477,solvent_family_fine,nitrile,row,full,2,2,1,2,0.0552,1.6683,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0001,0.0042,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,nitrile,row,res,2,2,1,2,0.3969,1.6683,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0009,0.0042,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,nitrile,pair,full,2,2,1,2,0.0552,1.6683,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0004,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,nitrile,pair,res,2,2,1,2,0.3969,1.6683,False,1,10.1016/j.jct.2015.12.034,1.0,,,,,,,3,,,,True,,,,0.0028,0.0108,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
broad_477,solvent_family_fine,water,row,full,111,15,1,15,0.914,1.4189,True,3,10.1021/acs.jced.9b00726,0.5021,0.1742,0.1617,0.7397,0.5655,0.5905,False,11,0.1117,0.6905,0.997,True,0.037,111.0,15.0,0.1113,0.2327,True,True,3,0,0,0.0412,0.7866,10.1016/j.fluid.2015.01.010,0.0412,True,True,True,True,1,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.273,0.976,
broad_477,solvent_family_fine,water,row,res,111,15,1,15,0.4765,1.4189,True,3,10.1021/acs.jced.9b00726,0.7457,0.215,0.1994,0.2615,0.0464,0.0777,False,11,0.1807,0.115,0.764,True,0.037,111.0,15.0,0.0583,0.2327,True,True,3,0,0,-0.1935,0.2455,10.1021/acs.jced.9b00726,-0.1935,False,False,False,False,1,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.01.010 (+0.046 -> -0.075); 10.1021/acs.jced.9b00726 (+0.046 -> -0.194),-0.16,0.396,
broad_477,solvent_family_fine,water,pair,full,15,15,1,15,0.7905,1.5988,False,3,10.1021/acs.jced.9b00726,0.622,,,,,,,3,0.5781,-0.3658,,True,,,,0.0382,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
broad_477,solvent_family_fine,water,pair,res,15,15,1,15,0.5234,1.5988,False,3,10.1021/acs.jced.9b00726,0.6906,,,,,,,3,0.5444,-0.5655,,True,,,,0.0276,0.0811,False,True,3,3,3,,,,,False,False,False,False,1,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=15 < 40; the fixed cell is undefined at n=15,,,
broad_477,solute_role,organic_solute,row,full,440,77,30,179,1.6647,4.8818,True,14,10.1016/j.jct.2016.10.013,0.3375,0.4218,0.4141,1.2429,0.8211,0.8364,False,44,0.2813,1.102,0.998,False,0.0378,322.0,61.0,0.8036,0.9224,True,True,14,0,0,0.604,1.0112,10.1021/je020196d,0.604,True,True,True,True,2,4,False,False,True,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,0.399,1.715,
broad_477,solute_role,organic_solute,row,res,440,77,30,179,1.4002,4.8818,True,14,10.1016/j.jct.2016.10.013,0.3539,0.6083,0.5972,0.7919,0.1837,0.2058,False,44,0.4101,0.58,0.825,False,0.0378,322.0,61.0,0.6792,0.9224,True,True,14,0,0,-0.0943,0.4071,10.1021/je020196d,-0.0943,False,False,False,False,2,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1021/je020196d (+0.184 -> -0.094),-0.232,1.356,
broad_477,solute_role,organic_solute,pair,full,179,77,30,179,1.5762,5.749,True,14,10.1016/j.jct.2016.10.013,0.3104,0.5203,0.4973,1.0559,0.5356,0.5816,False,17,0.4812,0.6138,0.938,False,,,,0.9082,0.9676,True,True,14,0,0,0.2091,0.6878,10.1016/j.jct.2016.10.013,0.2091,True,True,True,True,2,4,False,False,False,positive,B_clos > 0 in this stratum: the closure's own error exceeds what input insufficiency can account for,,-0.046,1.492,
broad_477,solute_role,organic_solute,pair,res,179,77,30,179,1.3304,5.749,True,14,10.1016/j.jct.2016.10.013,0.3252,0.7248,0.6926,0.6056,-0.1192,-0.0549,False,17,0.5421,0.2462,0.651,False,,,,0.8361,0.9676,True,True,14,0,0,-0.2362,0.0754,10.1016/j.fluid.2015.11.037,0.0754,False,False,False,False,2,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding",sign does not survive deletion of 10.1016/j.fluid.2015.11.037 (-0.119 -> +0.075); 10.1016/j.fluid.2016.10.009 (-0.119 -> +0.060); 10.1016/j.jct.2018.05.003 (-0.119 -> +0.018),-0.445,0.93,
broad_477,solute_role,water_solute,row,full,37,1,6,6,4.8372,0.7395,False,1,10.1021/acs.jced.7b00114,1.0,0.648,0.5024,4.1892,3.5412,3.8325,False,3,0.6261,3.5849,1.0,True,0.115,37.0,6.0,0.1964,0.0776,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=37 < 40; one source publication (10.1021/acs.jced.7b00114): leave-one-source-out cannot be run, so the sign was never tested",1.749,5.873,
broad_477,solute_role,water_solute,row,res,37,1,6,6,7.8658,0.7395,False,1,10.1021/acs.jced.7b00114,1.0,0.7702,0.6,7.0956,6.3254,6.6658,True,3,0.6898,6.4862,1.0,True,0.115,37.0,6.0,0.3208,0.0776,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,True,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=37 < 40; one source publication (10.1021/acs.jced.7b00114): leave-one-source-out cannot be run, so the sign was never tested",3.967,9.49,
broad_477,solute_role,water_solute,pair,full,6,1,6,6,4.7508,0.4535,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.74,3.2707,,True,,,,0.0918,0.0324,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
broad_477,solute_role,water_solute,pair,res,6,1,6,6,7.7822,0.4535,False,1,10.1021/acs.jced.7b00114,1.0,,,,,,,3,0.74,6.3021,,True,,,,0.1639,0.0324,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
