parameter,group,n,mean,std,min,max,q005,q995,fraction_zero,fraction_extreme
gnn.shared_layers.0.phi_polar.0.bias,timp_polar,256,5.628995131701231e-05,0.020022336393594742,-0.037998031824827194,0.037519194185733795,-0.03621968273073435,0.03701874585822224,0.0,0.0
gnn.shared_layers.0.phi_polar.2.weight,timp_polar,32768,-0.0002978973789140582,0.03632081300020218,-0.07346946746110916,0.07476658374071121,-0.06510136615484953,0.06486502904444934,0.0,0.0
gnn.shared_layers.0.phi_polar.2.bias,timp_polar,128,0.00350317545235157,0.03772640600800514,-0.06323108822107315,0.06542151421308517,-0.0630630625411868,0.06448574624955654,0.0,0.0
gnn.shared_layers.0.combine.0.weight,encoder,65536,0.000337544537615031,0.036154888570308685,-0.07820283621549606,0.07546643912792206,-0.06491434313356877,0.06498045250773428,0.0,0.0
gnn.shared_layers.0.combine.0.bias,encoder,256,0.0024172253906726837,0.03501950576901436,-0.06098319590091705,0.060793403536081314,-0.06060470500960946,0.059794155135750766,0.0,0.0
gnn.shared_layers.0.combine.2.weight,encoder,65536,-2.1190351617406122e-05,0.036235254257917404,-0.07349564880132675,0.07368578761816025,-0.0652048522606492,0.06492181904613965,3.0517578125e-05,0.0
gnn.shared_layers.0.combine.2.bias,encoder,256,-0.002970129484310746,0.03572597727179527,-0.06521686911582947,0.06430822610855103,-0.0637002507224679,0.06345332413911818,0.0,0.0
gnn.shared_layers.0.update.0.weight,encoder,131072,-1.7433121684007347e-05,0.025890327990055084,-0.06040482223033905,0.061648834496736526,-0.048301100973039864,0.048240963760763415,0.0,0.0
gnn.shared_layers.0.update.0.bias,encoder,256,-0.0016909391852095723,0.025641802698373795,-0.04811384901404381,0.04876135662198067,-0.04682278400287032,0.0466216020286083,0.0,0.0
gnn.shared_layers.0.update.2.weight,encoder,65536,-3.975139406975359e-06,0.03628413751721382,-0.07561156153678894,0.07478652149438858,-0.06558314729481936,0.0656524397432804,0.0,0.0
gnn.shared_layers.0.update.2.bias,encoder,256,0.0017227878561243415,0.037041861563920975,-0.06571409106254578,0.06706170737743378,-0.06342487754300237,0.06475289370864629,0.0,0.0
gnn.shared_layers.0.norm.weight,encoder,256,1.0007015466690063,0.004481645300984383,0.9867112040519714,1.014542818069458,0.989429059624672,1.0131863951683044,0.0,0.0078125
gnn.shared_layers.0.norm.bias,encoder,256,-0.00017429562285542488,0.0034519422333687544,-0.009374626912176609,0.010385512374341488,-0.007580253761261702,0.00924205288756638,0.0,0.00390625
gnn.shared_layers.1.w_disp,timp_disp,1,1.0046674013137817,0.0,1.0046674013137817,1.0046674013137817,1.0046674013137817,1.0046674013137817,0.0,0.0
gnn.shared_layers.1.b_disp,timp_disp,1,0.0036487022880464792,0.0,0.0036487022880464792,0.0036487022880464792,0.0036487022880464792,0.0036487022880464792,0.0,0.0
gnn.shared_layers.1.phi_disp.0.weight,timp_disp,196608,-0.00010870484402403235,0.021789629012346268,-0.06318922340869904,0.06521286070346832,-0.04390214925631881,0.04356206865981221,5.5948893229166664e-05,0.0
gnn.shared_layers.1.phi_disp.0.bias,timp_disp,256,-0.00020417501218616962,0.02071537636220455,-0.03898201137781143,0.04053094983100891,-0.03630095086991787,0.03891749819740653,0.0,0.0
gnn.shared_layers.1.phi_disp.2.weight,timp_disp,32768,0.00014984424342401326,0.0366072803735733,-0.07744140923023224,0.07793951779603958,-0.06694705937057734,0.0673283351957798,6.103515625e-05,0.0
gnn.shared_layers.1.phi_disp.2.bias,timp_disp,128,0.001305021345615387,0.03753410652279854,-0.0693020224571228,0.06495730578899384,-0.06654206760227681,0.06454228732734918,0.0,0.0
gnn.shared_layers.1.phi_polar.0.weight,timp_polar,196608,-7.038062176434323e-05,0.021783601492643356,-0.061234310269355774,0.06444581598043442,-0.0436688113771379,0.04345642698928714,1.52587890625e-05,0.0
gnn.shared_layers.1.phi_polar.0.bias,timp_polar,256,-0.00040441524470224977,0.021124430000782013,-0.04210229218006134,0.03929588943719864,-0.040554088447242974,0.037508946191519496,0.0,0.0
gnn.shared_layers.1.phi_polar.2.weight,timp_polar,32768,-4.691508365795016e-06,0.03650848567485809,-0.07884978502988815,0.07798472046852112,-0.06623821746557951,0.06637529253959656,6.103515625e-05,0.0
gnn.shared_layers.1.phi_polar.2.bias,timp_polar,128,0.0023071561008691788,0.0377844013273716,-0.0629851371049881,0.06625546514987946,-0.06240074696019292,0.06426547620445489,0.0,0.0
gnn.shared_layers.1.combine.0.weight,encoder,65536,8.469125896226615e-05,0.036889493465423584,-0.08647411316633224,0.08635368943214417,-0.06875820811837911,0.06790330074727531,0.0,0.0
gnn.shared_layers.1.combine.0.bias,encoder,256,-0.0026756576262414455,0.03603758290410042,-0.06237894669175148,0.06749007850885391,-0.0619678208604455,0.06675896868109701,0.0,0.0
gnn.shared_layers.1.combine.2.weight,encoder,65536,-6.008183117955923e-05,0.03634308651089668,-0.07527483254671097,0.07425404340028763,-0.06571604497730732,0.06587140224874014,0.0,0.0
gnn.shared_layers.1.combine.2.bias,encoder,256,0.002805071882903576,0.03385772928595543,-0.06576867401599884,0.06433957070112228,-0.06324108326807618,0.0617160358466208,0.0,0.0
gnn.shared_layers.1.update.0.weight,encoder,131072,7.449995791830588e-06,0.02603073976933956,-0.06422113627195358,0.06463085114955902,-0.048744623083621264,0.04904108008369804,1.52587890625e-05,0.0
gnn.shared_layers.1.update.0.bias,encoder,256,-0.0007063940865918994,0.024787038564682007,-0.046976640820503235,0.04544959217309952,-0.04325587134808302,0.04443956110626459,0.0,0.0
gnn.shared_layers.1.update.2.weight,encoder,65536,-7.120721420506015e-05,0.03624477609992027,-0.07565014064311981,0.07661040127277374,-0.06550128273665905,0.06536282673478125,1.52587890625e-05,0.0
gnn.shared_layers.1.update.2.bias,encoder,256,-0.0003324769204482436,0.03624052554368973,-0.06318598240613937,0.06565366685390472,-0.062037079408764836,0.061778091918677086,0.0,0.0
gnn.shared_layers.1.norm.weight,encoder,256,1.0005003213882446,0.003940913360565901,0.9885873794555664,1.011234998703003,0.9897816747426986,1.0107893526554108,0.0,0.00390625
gnn.shared_layers.1.norm.bias,encoder,256,-6.296674109762534e-05,0.0028974113520234823,-0.007295149378478527,0.008324569091200829,-0.0065545373014174405,0.007515885750763117,0.0,0.0
gnn.shared_layers.2.w_disp,timp_disp,1,1.003332257270813,0.0,1.003332257270813,1.003332257270813,1.003332257270813,1.003332257270813,0.0,0.0
gnn.shared_layers.2.b_disp,timp_disp,1,0.002619740553200245,0.0,0.002619740553200245,0.002619740553200245,0.002619740553200245,0.002619740553200245,0.0,0.0
gnn.shared_layers.2.phi_disp.0.weight,timp_disp,196608,-6.417497206712142e-05,0.021638860926032066,-0.060264166444540024,0.06303583085536957,-0.04282277598977089,0.04268058905377983,2.5431315104166668e-05,0.0
gnn.shared_layers.2.phi_disp.0.bias,timp_disp,256,-0.0009645606041885912,0.02137518674135208,-0.04081431403756142,0.03765839338302612,-0.03998714406043291,0.03577137170359492,0.0,0.0
gnn.shared_layers.2.phi_disp.2.weight,timp_disp,32768,-3.980393739766441e-05,0.03655156120657921,-0.07739708572626114,0.07538212090730667,-0.06538264282047748,0.06539935216307641,0.0,0.0
gnn.shared_layers.2.phi_disp.2.bias,timp_disp,128,-0.001885055098682642,0.03652771934866905,-0.06427433341741562,0.05967945232987404,-0.06397338222712279,0.05933985972777009,0.0,0.0
gnn.shared_layers.2.phi_polar.0.weight,timp_polar,196608,1.2784116734110285e-05,0.02181607484817505,-0.061289217323064804,0.06341375410556793,-0.043730966299772266,0.04347543559968471,3.5603841145833336e-05,0.0
gnn.shared_layers.2.phi_polar.0.bias,timp_polar,256,-0.002207283629104495,0.020355451852083206,-0.04141213372349739,0.037890587002038956,-0.03671018732711673,0.03667325628921389,0.0,0.0
gnn.shared_layers.2.phi_polar.2.weight,timp_polar,32768,3.9213060517795384e-05,0.03667478635907173,-0.07639522850513458,0.07807555794715881,-0.06570790957659484,0.06586045760661365,3.0517578125e-05,0.0
gnn.shared_layers.2.phi_polar.2.bias,timp_polar,128,-0.0016793167451396585,0.03417485952377319,-0.06228043884038925,0.060569655150175095,-0.060670422594994305,0.05956924118101596,0.0,0.0
gnn.shared_layers.2.combine.0.weight,encoder,65536,-0.00019960899953730404,0.036625877022743225,-0.08131418377161026,0.08449641615152359,-0.06659657582640648,0.06663783732801674,3.0517578125e-05,0.0
gnn.shared_layers.2.combine.0.bias,encoder,256,0.0017777882749214768,0.03421681374311447,-0.06563829630613327,0.0656338781118393,-0.06315765678882598,0.06066649928689003,0.0,0.0
gnn.shared_layers.2.combine.2.weight,encoder,65536,0.0001302137679886073,0.036335356533527374,-0.07515466958284378,0.0759621411561966,-0.06548399087041616,0.06601516325026749,1.52587890625e-05,0.0
gnn.shared_layers.2.combine.2.bias,encoder,256,0.002513169776648283,0.03560078516602516,-0.06241985037922859,0.06590630114078522,-0.06200689841061831,0.06401768699288367,0.0,0.0
gnn.shared_layers.2.update.0.weight,encoder,131072,-0.00013519776985049248,0.025948546826839447,-0.06411512196063995,0.060262531042099,-0.04851435175165534,0.048069575838744646,7.62939453125e-06,0.0
gnn.shared_layers.2.update.0.bias,encoder,256,-0.0020852587185800076,0.02545316517353058,-0.04606960341334343,0.044631898403167725,-0.04547790279611945,0.044481078255921604,0.0,0.0
gnn.shared_layers.2.update.2.weight,encoder,65536,-0.00014396758342627436,0.036222219467163086,-0.07589676231145859,0.07359065115451813,-0.06492620892822742,0.06515410561114547,0.0,0.0
gnn.shared_layers.2.update.2.bias,encoder,256,0.000571716227568686,0.035508085042238235,-0.06485612690448761,0.06291284412145615,-0.06372362729161977,0.06256043752655387,0.0,0.0
gnn.shared_layers.2.norm.weight,encoder,256,1.0003693103790283,0.0035867951810359955,0.9920487999916077,1.0114322900772095,0.9928526595234871,1.0106217235326767,0.0,0.00390625
gnn.shared_layers.2.norm.bias,encoder,256,-9.190084529109299e-05,0.002690439112484455,-0.00668304180726409,0.007267098408192396,-0.006211355177219957,0.0071444588247686625,0.0,0.0
gnn.shared_layers.3.w_disp,timp_disp,1,1.0051686763763428,0.0,1.0051686763763428,1.0051686763763428,1.0051686763763428,1.0051686763763428,0.0,0.0
gnn.shared_layers.3.b_disp,timp_disp,1,0.004479455295950174,0.0,0.004479455295950174,0.004479455295950174,0.004479455295950174,0.004479455295950174,0.0,0.0
gnn.shared_layers.3.phi_disp.0.weight,timp_disp,196608,-2.4589009626652114e-05,0.021565886214375496,-0.060127999633550644,0.06339922547340393,-0.04213962230831385,0.042099712062627075,2.5431315104166668e-05,0.0
gnn.shared_layers.3.phi_disp.0.bias,timp_disp,256,0.0003593600704334676,0.020930377766489983,-0.04404984414577484,0.03750380128622055,-0.03688191641122103,0.0361380455084145,0.0,0.0
gnn.shared_layers.3.phi_disp.2.weight,timp_disp,32768,-1.8888837075792253e-05,0.03668048977851868,-0.07692155241966248,0.07352683693170547,-0.06567169178277255,0.06597451232373715,0.0,0.0
gnn.shared_layers.3.phi_disp.2.bias,timp_disp,128,-0.005930950399488211,0.03460978716611862,-0.06065163016319275,0.06241016462445259,-0.06047754392027855,0.062251090221107,0.0,0.0
gnn.shared_layers.3.phi_polar.0.weight,timp_polar,196608,-3.111109253950417e-05,0.021592043340206146,-0.06026375666260719,0.06092776358127594,-0.04268107887357473,0.042588382661342614,2.0345052083333332e-05,0.0
gnn.shared_layers.3.phi_polar.0.bias,timp_polar,256,-0.0003672171151265502,0.01992640644311905,-0.040956005454063416,0.037031494081020355,-0.03469257410615682,0.03630157615989446,0.0,0.0
gnn.shared_layers.3.phi_polar.2.weight,timp_polar,32768,1.1627387721091509e-05,0.03642655536532402,-0.07453959435224533,0.07542822510004044,-0.06593275658786296,0.0658891323953867,0.0,0.0
gnn.shared_layers.3.phi_polar.2.bias,timp_polar,128,-0.0023923530243337154,0.03592628613114357,-0.06628023087978363,0.061368826776742935,-0.06537593431770801,0.060815579220652574,0.0,0.0
gnn.shared_layers.3.combine.0.weight,encoder,65536,-5.3374282288132235e-05,0.036487676203250885,-0.08158315718173981,0.08713656663894653,-0.06648658625781537,0.06604811586439609,0.0,0.0
gnn.shared_layers.3.combine.0.bias,encoder,256,-0.0002976169344037771,0.03610770404338837,-0.0673985406756401,0.06728828698396683,-0.0634328730404377,0.06071817297488451,0.0,0.0
gnn.shared_layers.3.combine.2.weight,encoder,65536,2.119836790370755e-05,0.03638262674212456,-0.07842277735471725,0.07646747678518295,-0.06507433392107487,0.06517555452883242,3.0517578125e-05,0.0
gnn.shared_layers.3.combine.2.bias,encoder,256,0.001366742537356913,0.03430790826678276,-0.061580851674079895,0.06036436930298805,-0.060930227767676114,0.06002242602407932,0.0,0.0
gnn.shared_layers.3.update.0.weight,encoder,131072,6.195307651069015e-05,0.025782538577914238,-0.06171233206987381,0.06335382163524628,-0.047636308670043946,0.04792552767321469,7.62939453125e-06,0.0
gnn.shared_layers.3.update.0.bias,encoder,256,0.0030884896405041218,0.02432427741587162,-0.04547329619526863,0.0426013208925724,-0.044248892646282914,0.04243291905149817,0.0,0.0
gnn.shared_layers.3.update.2.weight,encoder,65536,0.00021483362070284784,0.036168333142995834,-0.07427016645669937,0.07361814379692078,-0.06483362819999457,0.0647665780037641,1.52587890625e-05,0.0
gnn.shared_layers.3.update.2.bias,encoder,256,-0.0021658125333487988,0.0364140160381794,-0.06396771967411041,0.06416831910610199,-0.06255367435514927,0.061805343441665175,0.0,0.0
gnn.shared_layers.3.norm.weight,encoder,256,1.0003527402877808,0.0034413347020745277,0.9921758770942688,1.0115479230880737,0.9926124423742294,1.0102383226156235,0.0,0.0078125
gnn.shared_layers.3.norm.bias,encoder,256,-6.886426854180172e-05,0.0027104432228952646,-0.006623516324907541,0.0065989987924695015,-0.00606174924178049,0.006443067744839934,0.0,0.0
gnn.shared_layers.4.w_disp,timp_disp,1,1.0023796558380127,0.0,1.0023796558380127,1.0023796558380127,1.0023796558380127,1.0023796558380127,0.0,0.0
gnn.shared_layers.4.b_disp,timp_disp,1,0.0019638873636722565,0.0,0.0019638873636722565,0.0019638873636722565,0.0019638873636722565,0.0019638873636722565,0.0,0.0
gnn.shared_layers.4.phi_disp.0.weight,timp_disp,196608,1.1170758625667077e-05,0.021538056433200836,-0.06057904288172722,0.057332977652549744,-0.04213273800909519,0.04199933776631949,3.0517578125e-05,0.0
gnn.shared_layers.4.phi_disp.0.bias,timp_disp,256,-9.018275886774063e-05,0.020756103098392487,-0.039694879204034805,0.03944575786590576,-0.03876445377245545,0.03765094485133886,0.0,0.0
gnn.shared_layers.4.phi_disp.2.weight,timp_disp,32768,0.00021210266277194023,0.03641512989997864,-0.07438250631093979,0.07698088139295578,-0.06535273540765046,0.06573357697576286,3.0517578125e-05,0.0
gnn.shared_layers.4.phi_disp.2.bias,timp_disp,128,-0.0007127581629902124,0.032910220324993134,-0.06622959673404694,0.06097141280770302,-0.062438742946833374,0.06054582502692937,0.0,0.0
gnn.shared_layers.4.phi_polar.0.weight,timp_polar,196608,-9.204779053106904e-05,0.02168288640677929,-0.061126675456762314,0.058123502880334854,-0.04301283285021782,0.04277731750160455,5.086263020833333e-06,0.0
gnn.shared_layers.4.phi_polar.0.bias,timp_polar,256,-0.0004286603652872145,0.020979709923267365,-0.0377296544611454,0.0386812649667263,-0.03577707903459668,0.0367621898651123,0.0,0.0
gnn.shared_layers.4.phi_polar.2.weight,timp_polar,32768,-0.0003572867135517299,0.03643999621272087,-0.07585164904594421,0.0751921758055687,-0.06612672884017229,0.06651540588587522,0.0,0.0
gnn.shared_layers.4.phi_polar.2.bias,timp_polar,128,0.0007120061782188714,0.03667097166180611,-0.06304945796728134,0.06096342206001282,-0.06274925902485848,0.059236606322228894,0.0,0.0
gnn.shared_layers.4.combine.0.weight,encoder,65536,0.00020651656086556613,0.036470793187618256,-0.08136335015296936,0.07474417984485626,-0.06562364436686038,0.06559140887111425,1.52587890625e-05,0.0
gnn.shared_layers.4.combine.0.bias,encoder,256,0.0026410361751914024,0.0369078554213047,-0.06413673609495163,0.0619976744055748,-0.06287273187190294,0.06187918884679675,0.0,0.0
gnn.shared_layers.4.combine.2.weight,encoder,65536,-0.00012511387467384338,0.036316800862550735,-0.07492218911647797,0.07377827167510986,-0.06541009861975908,0.06541729941964147,0.0,0.0
gnn.shared_layers.4.combine.2.bias,encoder,256,0.0012698844075202942,0.03314778581261635,-0.060919780284166336,0.06430918723344803,-0.060361250024288896,0.060109710320830345,0.0,0.0
gnn.shared_layers.4.update.0.weight,encoder,131072,-6.35158212389797e-05,0.02588503621518612,-0.059837017208337784,0.06021169573068619,-0.04789178781211376,0.04778052732348442,1.52587890625e-05,0.0
gnn.shared_layers.4.update.0.bias,encoder,256,0.00016425561625510454,0.023777836933732033,-0.04803308844566345,0.045282382518053055,-0.045473027788102624,0.042751110251992935,0.0,0.0
gnn.shared_layers.4.update.2.weight,encoder,65536,-2.1270687284413725e-05,0.03613511845469475,-0.07431886345148087,0.0731591060757637,-0.06465566474944354,0.06465643327683206,1.52587890625e-05,0.0
gnn.shared_layers.4.update.2.bias,encoder,256,-0.0026547766756266356,0.03535851836204529,-0.0626567080616951,0.06379386782646179,-0.06194441821426153,0.06237812172621488,0.0,0.0
gnn.shared_layers.4.norm.weight,encoder,256,1.0016778707504272,0.003537219250574708,0.9930098056793213,1.0112701654434204,0.9935752153396606,1.0108202576637269,0.0,0.0
gnn.shared_layers.4.norm.bias,encoder,256,6.358344398904592e-05,0.003254440613090992,-0.009180797263979912,0.00903764646500349,-0.007500906428322196,0.00807671470101922,0.0,0.0
gnn.shared_layers.5.w_disp,timp_disp,1,1.0097291469573975,0.0,1.0097291469573975,1.0097291469573975,1.0097291469573975,1.0097291469573975,0.0,0.0
gnn.shared_layers.5.b_disp,timp_disp,1,0.010367481037974358,0.0,0.010367481037974358,0.010367481037974358,0.010367481037974358,0.010367481037974358,0.0,0.0
gnn.shared_layers.5.phi_disp.0.weight,timp_disp,196608,4.160621392657049e-05,0.02206452563405037,-0.06459051370620728,0.060093529522418976,-0.04464241163805127,0.04474416883662341,2.5431315104166668e-05,0.0
gnn.shared_layers.5.phi_disp.0.bias,timp_disp,256,0.003015911439433694,0.022403890267014503,-0.043645452708005905,0.047189027070999146,-0.04206081787124276,0.046456205938011405,0.0,0.0
gnn.shared_layers.5.phi_disp.2.weight,timp_disp,32768,0.00016006972873583436,0.03739602491259575,-0.07989565283060074,0.08079972118139267,-0.07019497085362673,0.07027943413704639,9.1552734375e-05,0.0
gnn.shared_layers.5.phi_disp.2.bias,timp_disp,128,-0.003730776719748974,0.03593362122774124,-0.07435083389282227,0.06840228289365768,-0.07350447934120893,0.06838136661797761,0.0,0.0
gnn.shared_layers.5.phi_polar.0.weight,timp_polar,196608,7.901968638179824e-05,0.021993378177285194,-0.06255108118057251,0.06571175158023834,-0.04428811613470316,0.04447418455034494,3.0517578125e-05,0.0
gnn.shared_layers.5.phi_polar.0.bias,timp_polar,256,0.0016144677065312862,0.020734315738081932,-0.04151486977934837,0.0424746535718441,-0.03803037097677588,0.041266033425927155,0.0,0.0
gnn.shared_layers.5.phi_polar.2.weight,timp_polar,32768,-7.562652172055095e-05,0.03688903525471687,-0.08006519824266434,0.0773465558886528,-0.06701136041432619,0.06733536947518588,3.0517578125e-05,0.0
gnn.shared_layers.5.phi_polar.2.bias,timp_polar,128,-0.0027755158953368664,0.03621361404657364,-0.06702819466590881,0.0636008158326149,-0.06626572757959366,0.06277956932783126,0.0,0.0
gnn.shared_layers.5.combine.0.weight,encoder,65536,-0.00010367152572143823,0.036276817321777344,-0.07423539459705353,0.07531312853097916,-0.06490756869316101,0.0650779882445931,1.52587890625e-05,0.0
gnn.shared_layers.5.combine.0.bias,encoder,256,0.002413240959867835,0.03657025843858719,-0.06681009382009506,0.06702405959367752,-0.06292544081807136,0.0653002917766571,0.0,0.0
gnn.shared_layers.5.combine.2.weight,encoder,65536,-0.0002320247731404379,0.036224134266376495,-0.07459054887294769,0.07410109788179398,-0.06460064724087715,0.06465445403009652,0.0,0.0
gnn.shared_layers.5.combine.2.bias,encoder,256,0.002237149514257908,0.03401297703385353,-0.06459321826696396,0.06058625504374504,-0.059973266627639535,0.05927915563806891,0.0,0.0
gnn.shared_layers.5.update.0.weight,encoder,131072,-6.405198291759007e-06,0.025888536125421524,-0.06099734455347061,0.06078694015741348,-0.048231219388544556,0.04815636966377497,3.0517578125e-05,0.0
gnn.shared_layers.5.update.0.bias,encoder,256,-0.0012838526163250208,0.02474503591656685,-0.049201544374227524,0.04602603241801262,-0.04603907028213143,0.043867286480963226,0.0,0.0
gnn.shared_layers.5.update.2.weight,encoder,65536,-6.052725075278431e-05,0.03628222644329071,-0.0741351842880249,0.07397965341806412,-0.0651643481105566,0.06507252175360918,0.0,0.0
gnn.shared_layers.5.update.2.bias,encoder,256,-0.0002735927700996399,0.03447502478957176,-0.06561192870140076,0.06316185742616653,-0.06400103867053986,0.06142099285498261,0.0,0.0
gnn.shared_layers.5.norm.weight,encoder,256,1.0018548965454102,0.0035932885948568583,0.9912948608398438,1.0127745866775513,0.9935048937797546,1.011800679564476,0.0,0.00390625
gnn.shared_layers.5.norm.bias,encoder,256,0.00016861951735336334,0.002558640670031309,-0.006797654554247856,0.008040090091526508,-0.005889017088338733,0.007216708071064196,0.0,0.00390625
gnn.solute_adapter.0.weight,encoder,65536,-3.0094131943769753e-05,0.03645443916320801,-0.07727301865816116,0.08245708048343658,-0.06560095138847828,0.06570820715278387,0.0,0.0
gnn.solute_adapter.0.bias,encoder,256,-0.0008591259829699993,0.03606246039271355,-0.06761390715837479,0.06784659624099731,-0.06125470334663987,0.06554964687675237,0.0,0.0
gnn.solvent_adapter.0.weight,encoder,65536,-0.00010669750190572813,0.036269430071115494,-0.07569640874862671,0.07500357925891876,-0.06505108401179313,0.06536330357193942,1.52587890625e-05,0.0
gnn.solvent_adapter.0.bias,encoder,256,0.0007949478458613157,0.03730809688568115,-0.0689992681145668,0.06643930077552795,-0.06521714515984059,0.06510916594415903,0.0,0.0
gnn.temp_mlp.0.weight,encoder,768,0.012393069453537464,0.33570992946624756,-0.5766334533691406,0.5771451592445374,-0.5672834461927414,0.5716283440589904,0.0,0.0
gnn.temp_mlp.0.bias,encoder,256,0.015509150922298431,0.3235798478126526,-0.569854199886322,0.5750479698181152,-0.5678695559501648,0.5722470611333847,0.0,0.0
gnn.temp_mlp.2.weight,encoder,131072,-2.9529925086535513e-05,0.036083120852708817,-0.062499381601810455,0.062498658895492554,-0.061877147257328034,0.06189026091247797,4.57763671875e-05,0.0
gnn.temp_mlp.2.bias,encoder,512,0.0023916170466691256,0.035839587450027466,-0.06233961135149002,0.06231504678726196,-0.061336184367537495,0.0617624893784523,0.0,0.0
cross_attn_layers.0.q_proj.weight,interaction,65536,-0.00027034306549467146,0.03632202744483948,-0.07251635193824768,0.073293536901474,-0.06378069557249547,0.0637591354548931,1.52587890625e-05,0.0
cross_attn_layers.0.q_proj.bias,interaction,256,0.0013287224574014544,0.035981640219688416,-0.06579318642616272,0.06777346134185791,-0.06406031493097544,0.0660455534234643,0.0,0.0
cross_attn_layers.0.k_proj.weight,interaction,65536,0.0001076255866792053,0.03630145639181137,-0.07409936934709549,0.07352682948112488,-0.06369530633091927,0.0639236036688089,0.0,0.0
cross_attn_layers.0.k_proj.bias,interaction,256,0.0010192004265263677,0.035520199686288834,-0.06234779953956604,0.06206628307700157,-0.06190274888649583,0.062040279433131215,0.0,0.0
cross_attn_layers.0.v_proj.weight,interaction,65536,2.3041166059556417e-05,0.03629717975854874,-0.07150332629680634,0.06975673884153366,-0.06290624905377626,0.06309848483651877,4.57763671875e-05,0.0
cross_attn_layers.0.v_proj.bias,interaction,256,-0.0006046088528819382,0.03633340448141098,-0.06298606097698212,0.06389379501342773,-0.06274154800921679,0.06216666614636779,0.00390625,0.0
cross_attn_layers.0.out_proj.weight,interaction,65536,-8.03872462711297e-05,0.03618546575307846,-0.06865012645721436,0.0682021975517273,-0.06302170958369971,0.0629825972020626,1.52587890625e-05,0.0
cross_attn_layers.0.out_proj.bias,interaction,256,-0.0015233447775244713,0.03705775737762451,-0.06695050746202469,0.06533166021108627,-0.061990495678037404,0.06502714343369007,0.0,0.0
cross_attn_layers.0.norm1.weight,interaction,256,0.9999219179153442,0.002147110179066658,0.9941447973251343,1.0054256916046143,0.9953078925609589,1.0053754657506944,0.0,0.0
cross_attn_layers.0.norm1.bias,interaction,256,7.075662142597139e-05,0.0015811133198440075,-0.004718751180917025,0.004889339208602905,-0.004369821003638208,0.0038448497653007503,0.0,0.0078125
cross_attn_layers.0.ffn.0.weight,interaction,262144,-8.553971565561369e-05,0.0361299142241478,-0.06952234357595444,0.06857612729072571,-0.06281744040548802,0.0628200448676944,1.52587890625e-05,0.0
cross_attn_layers.0.ffn.0.bias,interaction,1024,0.0015784185379743576,0.03596093878149986,-0.06463266164064407,0.06551599502563477,-0.06223469821736217,0.06213478898629546,0.0,0.0
cross_attn_layers.0.ffn.3.weight,interaction,262144,-2.4201886844821274e-05,0.01815839298069477,-0.03900313377380371,0.03850417211651802,-0.03244839889928699,0.03246388776227832,3.814697265625e-05,0.0
