pair_id,solute_smiles,solvent_smiles,solute_ud_key,solvent_ud_key,match_rule_solute,match_rule_solvent,T_K,m_ln_gamma_inf,g_2002_full,g_2002_res,g_2010_dsp_off_full,g_2010_dsp_off_res,method,source_doi,journal,in_corner_57
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,323.15,5.5297508611335635,3.513841257676608,3.5151679111748213,3.7734176482543806,3.774744301752594,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,333.15,5.391283893050297,3.4469077577342846,3.448234411232498,3.6921072270566473,3.6934338805548608,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,343.15,5.280124882275566,3.3815385769012773,3.382865230399491,3.6133435508128335,3.614670204311047,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,353.15,5.087052977763904,3.317718007448426,3.3190446609466395,3.537088988908084,3.5384156424062976,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,363.15,4.945441625062828,3.2554225421728455,3.256749195671059,3.4632787774784117,3.464605430976625,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,373.1,4.829952393970809,3.194923286408652,3.1962499399068656,3.392182517698681,3.3935091711968943,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,383.15,4.675924971059971,3.135285954434323,3.1366126079325363,3.322653791271256,3.3239804447694694,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
24,CCCCCCCCCC,OCCOCCOCCO,DIOQZVSQGTUSAI-UHFFFAOYSA-N,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,exact,exact,393.15,4.5600378737140135,3.077375480294383,3.0787021337925964,3.2556503785182653,3.256977032016479,Chromatography,10.1021/je020196d,J. Chem. Eng. Data,False
25,CCCCOC(C)=O,c1ccncc1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,0.1397619423751586,0.09236420040913854,0.18665315818742567,0.08196083737190829,0.1762497951501964,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,273.35,4.21803603456465,4.1397414098385505,5.557486061556569,5.340162776895667,6.757907428613682,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,283.15,4.464758032271346,4.151205414515797,5.568950066233815,5.37140326655828,6.789147918276296,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,288.15,4.530446639792155,4.154929383303131,5.572674035021149,5.382829769915547,6.800574421633563,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,293.15,4.613138355637268,4.157334283461139,5.575078935179157,5.3915202095121195,6.809264861230135,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,4.724690053415823,4.158500462315252,5.57624511403327,5.39768555282223,6.815430204540244,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,303.15,4.773223770984341,4.15850242542887,5.576247077146888,5.401518251147305,6.81926290286532,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,4.856706811803519,4.1574093486985335,5.575154000416552,5.403194092488924,6.82093874420694,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,313.15,4.865224091322398,4.155285539605886,5.573030191323904,5.402873849986449,6.820618501704463,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,4.906270220346425,4.152190853198513,5.569935504916531,5.4007047506810295,6.818449402399045,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,4.953006181259619,4.148181067698151,5.565925719416169,5.396821786014295,6.814566437732309,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
26,CCC(=O)CC,O,FDPIMTJIUBPUKL-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,333.15,4.997212273764115,4.137620933231306,5.555365584949324,5.3843999497034485,6.802144601421463,unreported,10.1021/acs.jced.9b00726,J. Chem. Eng. Data,False
27,Cc1ccncc1,CO,FKNQCJSGGFJEIZ-UHFFFAOYSA-N,OKKJLVBELUTLKV-UHFFFAOYSA-N,exact,exact,298.15,0.0,-0.395334351903505,-0.05640879032247378,0.684804066942338,1.0237296285233657,Chromatography,10.1016/j.tca.2012.02.005,Thermochim. Acta,True
28,ClC(Cl)Cl,CCCCCOC(C)=O,HEDRZPFGACZZDS-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,-1.3093333199837622,-2.076946062118519,-1.959279218145067,-0.9769178789630927,-0.8592510349896415,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
29,Cc1ccc(C(C)C)cc1,CN=CO,HFPZCAJZSCWRBC-UHFFFAOYSA-N,ATHHXGZTWNVVOU-UHFFFAOYSA-N,exact,exact,298.15,3.104586678466073,2.0718055387776695,2.3071517631480023,1.9991929815364033,2.234539205906734,Chromatography,10.1016/j.tca.2015.11.010,Thermochim. Acta,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,5.393627546352362,4.6394906229793555,6.118894010687467,5.639279730794572,7.118683118502684,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,303.15,5.560681631015528,4.632662755971113,6.1120661436792245,5.639382291440207,7.11878567914832,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,308.15,5.62040086571715,4.624906428684978,6.10430981639309,5.637407569890915,7.116810957599028,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,313.15,5.71042701737487,4.6162794351558665,6.095682822863978,5.633514914792953,7.112918302501066,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,318.15,5.780743515792329,4.6068354886716305,6.086238876379742,5.627850030967786,7.107253418675898,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,323.15,5.82600010738045,4.5966245687395,6.076027956447612,5.620546312315227,7.099949700023339,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
30,CCCCC=O,O,HGBOYTHUEUWSSQ-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,328.15,5.857933154483459,4.585693234714045,6.065096622422156,5.61172603191826,7.091129419626372,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
31,C1=CCCCC1,c1ccncc1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,exact,exact,298.15,0.9082585601768908,0.7515848555018473,0.7537022367073406,0.7668926496635217,0.7690100308690159,Chromatography,10.1016/j.fluid.2016.10.009,Fluid Phase Equilib.,True
32,C1=CCCCC1,CCCCCOC(C)=O,HGCIXCUEYOPUTN-UHFFFAOYSA-N,PGMYKACGEOXYJE-UHFFFAOYSA-N,exact,exact,298.15,0.1484200051182732,0.09310739925672382,0.16654189087260643,0.10065036083173326,0.1740848524476168,Chromatography,10.1016/j.jct.2018.05.003,J. Chem. Thermodyn.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,298.15,3.039749158970765,2.203616033542745,2.8350942808824677,2.6429456082871656,3.274423855626888,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,301.15,3.068052935133617,2.208712711157222,2.8401909584969447,2.6551389857171275,3.28661723305685,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,303.15,3.0633909220278057,2.2119334892566247,2.8434117365963476,2.6629023890746035,3.294380636414326,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
33,C=CC=O,O,HGINCPLSRVDWNT-UHFFFAOYSA-N,XLYOFNOQVPJJNP-UHFFFAOYSA-N,exact,exact,305.15,3.077312260546414,2.21501629738955,2.846494544729273,2.6703820215821317,3.301860268921854,Chromatography,10.1016/j.fluid.2015.01.010,Fluid Phase Equilib.,False
